School then, before.png
School now!!!, after.png
Beloved teacher (also principal), teacher.png
Sofia Nimaeva, sofi.png
Don Dorjiev, don.png
Mila Milana, mila.png
Real ghost sighting, spook.gif
Apple eating contest, eatbald.gif
Dog trend, dog.gif
